-1,10200,-1,-1,-1,19.595772,-98.997218,1008043774,-1,4,2,577,-1,3,38,14,1
-1,10438,-1,-1,-1,19.59795,-99.002356,1008043774,-1,15,2,577,-1,3,38,14,1
-1,14832,-1,-1,-1,19.727203,-99.091906,1008043774,-1,18,3,73,-1,2,9,0,2
-1,14836,-1,-1,-1,19.726135,-99.092499,1008043774,-1,28,3,73,-1,2,9,0,2
-1,14843,-1,-1,-1,19.725206,-99.092793,1008043774,-1,24,3,73,-1,2,9,0,2
-1,15420,-1,-1,-1,19.718677,-99.081182,1008043774,-1,14,3,73,-1,2,9,0,2
-1,15428,-1,-1,-1,19.720415,-99.084145,1008043774,-1,10,3,73,-1,2,9,0,2
-1,15438,-1,-1,-1,19.719912,-99.08211,1008043774,-1,9,3,73,-1,2,9,0,2
-1,15492,-1,-1,-1,19.7398,-99.0808,1008043774,-1,15,3,73,-1,2,9,0,2
-1,15496,-1,-1,-1,19.734472,-99.083228,1008043774,-1,54,3,73,-1,2,9,0,2
-1,15510,-1,-1,-1,19.74136,-99.08348,1008043774,-1,24,3,73,-1,2,9,0,2
-1,15511,-1,-1,-1,19.738959,-99.080253,1008043774,-1,25,3,73,-1,2,9,0,2
-1,15512,-1,-1,-1,19.7416,-99.0797,1008043774,-1,8,3,73,-1,2,9,0,2
-1,15646,-1,-1,-1,19.606504,-99.034894,1008043774,-1,25,2,577,-1,3,38,14,1
-1,15859,-1,-1,-1,19.606683,-99.012987,1008043774,-1,14,2,577,-1,3,38,14,1
-1,15861,-1,-1,-1,19.6058,-99.014,1008043774,-1,9,2,577,-1,3,38,14,1
-1,15862,-1,-1,-1,19.60522,-99.01751,1008043774,-1,36,2,577,-1,3,38,14,1
-1,15866,-1,-1,-1,19.6049,-99.0194,1008043774,-1,30,2,577,-1,3,38,14,1
-1,15869,-1,-1,-1,19.6072,-99.0143,1008043774,-1,36,2,577,-1,3,38,14,1
-1,15874,-1,-1,-1,19.6057,-99.0154,1008043774,-1,30,2,577,-1,3,38,14,1
-1,16022,-1,-1,-1,19.5901,-99.0255,1008043774,-1,15,2,577,-1,3,38,14,1
-1,16034,-1,-1,-1,19.5912,-99.0288,1008043774,-1,6,2,577,-1,3,38,14,1
-1,16048,-1,-1,-1,19.5992,-99.0246,1008043774,-1,18,2,577,-1,3,38,14,1
-1,16439,-1,-1,-1,19.5928,-99.0228,1008043774,-1,32,2,577,-1,3,38,14,1
-1,16440,-1,-1,-1,19.5895,-99.0255,1008043774,-1,9,2,577,-1,3,38,14,1
-1,16443,-1,-1,-1,19.5973,-99.0226,1008043774,-1,0,2,577,-1,3,38,14,1
-1,16451,-1,-1,-1,19.594,-99.0246,1008043774,-1,6,2,577,-1,3,38,14,1
-1,18258,-1,-1,-1,19.608786,-99.068287,1008043774,-1,0,2,577,-1,3,38,14,1
-1,18376,-1,-1,-1,19.6067,-99.0682,1008043774,-1,20,2,577,-1,3,38,14,1
-1,9060022,-1,-1,-1,19.5988821,-99.0182123,1008043774,-1,42,2,577,-1,3,38,14,1
-1,9061659,-1,-1,-1,19.8746833,-98.9352933,1008043774,-1,72,4,10,-1,0,2,1,0
-1,9061665,-1,-1,-1,19.8697935,-98.9385849,1008043774,-1,45,4,10,-1,0,2,1,0
-1,9063065,-1,-1,-1,19.8599863,-99.0833413,1008043774,-1,105,4,10,-1,0,2,1,0
-1,9200005,-1,-1,-1,19.572739,-99.025203,1008043774,-1,7,2,577,-1,3,38,14,1
-1,9200010,-1,-1,-1,19.5893,-98.9038,1008043774,-1,105,2,577,-1,3,38,14,1
-1,9200021,-1,-1,-1,19.593137,-99.008307,1008043774,-1,50,2,577,-1,3,38,14,1
-1,9200058,-1,-1,-1,19.5907,-98.8964,1008043774,-1,203,2,577,-1,3,38,14,1
-1,9200073,-1,-1,-1,19.5925,-99.0058,1008043774,-1,40,2,577,-1,3,38,14,1
-1,9200102,-1,-1,-1,19.595682,-98.971004,1008043774,-1,54,2,577,-1,3,38,14,1
-1,9200137,-1,-1,-1,19.59565,-98.98369,1008043774,-1,24,2,577,-1,3,38,14,1
-1,9200142,-1,-1,-1,19.58455,-98.98257,1008043774,-1,96,2,577,-1,3,38,14,1
-1,9200152,-1,-1,-1,19.710643,-99.066588,1008043774,-1,35,3,73,-1,2,9,0,2
-1,9200229,-1,-1,-1,19.73209,-98.75544,1008043774,-1,3,3,73,-1,2,9,0,2
-1,9200251,-1,-1,-1,19.579937,-99.051694,1008043774,-1,48,2,577,-1,3,38,14,1
-1,9200258,-1,-1,-1,19.6017,-99.0136,1008043774,-1,0,2,577,-1,3,38,14,1
-1,9200328,-1,-1,-1,19.579473,-99.067138,1008043774,-1,3,2,577,-1,3,38,14,1
-1,9200336,-1,-1,-1,19.582214,-98.986041,1008043774,-1,42,2,577,-1,3,38,14,1
-1,9200342,-1,-1,-1,19.713,-99.1132,1008043774,-1,0,3,73,-1,2,9,0,2
-1,9200404,-1,-1,-1,19.584959,-98.992716,1008043774,-1,21,2,577,-1,3,38,14,1
-1,9200419,-1,-1,-1,19.589787,-99.006463,1008043774,-1,21,2,577,-1,3,38,14,1
-1,9200433,-1,-1,-1,19.571228,-98.884134,1008043774,-1,54,2,577,-1,3,38,14,1
-1,9200440,-1,-1,-1,19.58944,-99.01705,1008043774,-1,45,2,577,-1,3,38,14,1
-1,9200472,-1,-1,-1,19.59548,-98.981507,1008043774,-1,20,2,577,-1,3,38,14,1
-1,9200476,-1,-1,-1,19.708079,-99.073571,1008043774,-1,5,3,73,-1,2,9,0,2
-1,9200477,-1,-1,-1,19.74667,-99.06429,1008043774,-1,54,3,73,-1,2,9,0,2
-1,9200478,-1,-1,-1,19.601971,-99.060083,1008043774,-1,18,2,577,-1,3,38,14,1
-1,9200509,-1,-1,-1,19.583813,-99.049239,1008043774,-1,6,2,577,-1,3,38,14,1
-1,9200510,-1,-1,-1,19.590465,-98.972686,1008043774,-1,26,2,577,-1,3,38,14,1
-1,9200513,-1,-1,-1,19.586711,-99.006423,1008043774,-1,27,2,577,-1,3,38,14,1
-1,9200537,-1,-1,-1,19.70949,-99.066769,1008043774,-1,45,3,73,-1,2,9,0,2
-1,9200569,-1,-1,-1,19.573069,-99.027452,1008043774,-1,30,2,577,-1,3,38,14,1
-1,9200580,-1,-1,-1,19.6054,-98.9879,1008043774,-1,12,2,577,-1,3,38,14,1
-1,9200602,-1,-1,-1,19.5911,-99.0031,1008043774,-1,24,2,577,-1,3,38,14,1
-1,9200610,-1,-1,-1,19.61,-98.9718,1008043774,-1,20,2,577,-1,3,38,14,1
-1,9200638,-1,-1,-1,19.59162,-98.89712,1008043774,-1,32,2,577,-1,3,38,14,1
-1,9200640,-1,-1,-1,19.6005,-99.0581,1008043774,-1,90,2,577,-1,3,38,14,1
-1,9200669,-1,-1,-1,19.5984,-98.9923,1008043774,-1,6,2,577,-1,3,38,14,1
-1,9200679,-1,-1,-1,19.5709,-99.0572,1008043774,-1,45,2,577,-1,3,38,14,1
-1,9200683,-1,-1,-1,19.602634,-98.905696,1008043774,-1,21,2,577,-1,3,38,14,1
